participant,session,value,inst,qid
mgalharret,2,6,sims,8
mgalharret,2,0,sims,7
mgalharret,2,0,sims,6
mgalharret,2,2,sims,5
mgalharret,2,4,sims,4
mgalharret,2,3,sims,3
mgalharret,2,1,sims,2
mgalharret,2,16,tlx,6
mgalharret,2,18,tlx,5
mgalharret,2,13,tlx,4
mgalharret,2,7,tlx,3
mgalharret,2,1,tlx,2
mgalharret,2,20,tlx,1
mgalharret,2,11,jold,2
mgalharret,2,7,jold,1
mgalharret,1,5,mslq,6
mgalharret,1,1,mslq,11
mgalharret,1,2,mslq,16
mgalharret,1,7,mslq,21
mgalharret,1,2,mslq,7
mgalharret,1,2,mslq,12
mgalharret,1,6,mslq,17
mgalharret,1,1,mslq,22
mgalharret,1,2,mslq,8
mgalharret,1,1,mslq,13
mgalharret,1,5,mslq,18
mgalharret,1,5,mslq,23
mgalharret,1,2,mslq,9
mgalharret,1,6,mslq,14
mgalharret,1,3,mslq,19
mgalharret,1,6,mslq,24
mgalharret,1,6,mslq,5
mgalharret,1,2,mslq,10
mgalharret,1,2,mslq,15
mgalharret,1,3,mslq,20
mgalharret,1,6,mslq,25
mgalharret,1,1,sims,18
mgalharret,1,0,sims,17
mgalharret,1,2,sims,16
mgalharret,1,1,sims,15
mgalharret,1,0,sims,14
mgalharret,1,4,sims,13
mgalharret,1,1,sims,12
mgalharret,1,2,sims,11
mgalharret,1,2,sims,9
mgalharret,1,4,sims,8
mgalharret,1,1,sims,7
mgalharret,1,1,sims,6
mgalharret,1,1,sims,5
mgalharret,1,2,sims,4
mgalharret,1,0,sims,3
mgalharret,1,1,sims,2
mgalharret,1,16,tlx,6
mgalharret,1,16,tlx,5
mgalharret,1,2,tlx,4
mgalharret,1,16,tlx,3
mgalharret,1,1,tlx,2
mgalharret,1,15,tlx,1
mgalharret,1,2,jold,1
achqt,1,2,mslq,6
achqt,1,1,mslq,11
achqt,1,2,mslq,16
achqt,1,6,mslq,21
achqt,1,3,mslq,7
achqt,1,1,mslq,12
achqt,1,5,mslq,17
achqt,1,1,mslq,22
achqt,1,2,mslq,8
achqt,1,1,mslq,13
achqt,1,3,mslq,18
achqt,1,2,mslq,23
achqt,1,1,mslq,9
achqt,1,3,mslq,14
achqt,1,2,mslq,19
achqt,1,4,mslq,24
achqt,1,2,mslq,5
achqt,1,1,mslq,10
achqt,1,6,mslq,15
achqt,1,1,mslq,20
achqt,1,2,mslq,25
achqt,1,2,sims,18
achqt,1,0,sims,17
achqt,1,0,sims,16
achqt,1,0,sims,15
achqt,1,1,sims,14
achqt,1,2,sims,13
achqt,1,1,sims,12
achqt,1,1,sims,11
achqt,1,3,sims,9
achqt,1,1,sims,8
achqt,1,0,sims,7
achqt,1,0,sims,6
achqt,1,3,sims,5
achqt,1,1,sims,4
achqt,1,0,sims,3
achqt,1,0,sims,2
achqt,1,20,tlx,6
achqt,1,18,tlx,5
achqt,1,1,tlx,4
achqt,1,16,tlx,3
achqt,1,2,tlx,2
achqt,1,17,tlx,1
achqt,1,2,jold,1
